Contract Name;Last Traded Date;Strike;Last Price;Bid;Ask;Type;Expiry;;;;;;;;
AAPL260116C00205000;12/06/2024;205;54,72;54,1;54,9;CALL;16/01/2026;;;;;;;;
AAPL260116C00210000;12/06/2024;210;51;50,25;50,95;CALL;16/01/2026;;;;;;;;
AAPL260116C00215000;12/06/2024;215;47,37;46,75;47,5;CALL;16/01/2026;;;;;;;;
AAPL260116C00220000;12/06/2024;220;44,16;43,25;43,95;CALL;16/01/2026;;;;;;;;
AAPL260116C00225000;12/06/2024;225;40,27;39,75;40,3;CALL;16/01/2026;;;;;;;;
AAPL260116C00230000;12/06/2024;230;36,7;36,5;37,05;CALL;16/01/2026;;;;;;;;
AAPL260116C00235000;12/06/2024;235;33,71;33,35;33,9;CALL;16/01/2026;;;;;;;;
AAPL260116C00240000;12/06/2024;240;30,78;30,6;31,2;CALL;16/01/2026;;;;;;;;
AAPL260116C00245000;12/06/2024;245;27,95;26,85;28,4;CALL;16/01/2026;;;;;;;;
AAPL260116C00250000;12/06/2024;250;25,4;25,2;25,55;CALL;16/01/2026;;;;;;;;
AAPL260116C00255000;12/06/2024;255;23,23;22,8;23,1;CALL;16/01/2026;;;;;;;;
AAPL260116C00260000;12/06/2024;260;20,8;20,55;20,8;CALL;16/01/2026;;;;;;;;
AAPL260116C00265000;12/06/2024;265;18,68;18,4;18,7;CALL;16/01/2026;;;;;;;;
AAPL260116C00270000;12/06/2024;270;16,6;16,45;16,75;CALL;16/01/2026;;;;;;;;
AAPL260116C00275000;12/06/2024;275;15,05;14,65;15;CALL;16/01/2026;;;;;;;;
AAPL260116C00280000;12/06/2024;280;13,33;13,05;13,5;CALL;16/01/2026;;;;;;;;
AAPL260116C00285000;12/06/2024;285;12,11;11,6;12,05;CALL;16/01/2026;;;;;;;;
AAPL260116C00290000;12/06/2024;290;10,5;10,3;10,6;CALL;16/01/2026;;;;;;;;
AAPL260116C00300000;12/06/2024;300;8,27;8,1;8,45;CALL;16/01/2026;;;;;;;;
AAPL260116C00310000;12/05/2024;310;6,75;6,4;6,55;CALL;16/01/2026;;;;;;;;
AAPL260116C00320000;12/05/2024;320;5,17;4,9;5,2;CALL;16/01/2026;;;;;;;;
AAPL260116C00330000;12/06/2024;330;4;3,8;4;CALL;16/01/2026;;;;;;;;
AAPL260116C00340000;12/06/2024;340;3,04;2,95;3,2;CALL;16/01/2026;;;;;;;;
AAPL260116C00350000;12/06/2024;350;2,48;2,33;2,5;CALL;16/01/2026;;;;;;;;
AAPL260116P00005000;19/11/2024;5;0,01;0;0,03;PUT;16/01/2026;;;;;;;;
AAPL260116P00010000;18/11/2024;10;0,01;0;0,02;PUT;16/01/2026;;;;;;;;
AAPL260116P00030000;29/10/2024;30;0,05;0,01;0,07;PUT;16/01/2026;;;;;;;;
AAPL260116P00035000;22/11/2024;35;0,07;0,02;0,07;PUT;16/01/2026;;;;;;;;
AAPL260116P00040000;11/08/2024;40;0,06;0;0,09;PUT;16/01/2026;;;;;;;;
AAPL260116P00045000;12/06/2024;45;0,09;0,08;0,09;PUT;16/01/2026;;;;;;;;
AAPL260116P00050000;12/02/2024;50;0,1;0,08;0,12;PUT;16/01/2026;;;;;;;;
AAPL260116P00055000;27/11/2024;55;0,13;0;0,16;PUT;16/01/2026;;;;;;;;
AAPL260116P00060000;27/11/2024;60;0,15;0,09;0,18;PUT;16/01/2026;;;;;;;;
AAPL260116P00065000;29/11/2024;65;0,17;0,14;0,19;PUT;16/01/2026;;;;;;;;
AAPL260116P00070000;27/11/2024;70;0,21;0,09;0,24;PUT;16/01/2026;;;;;;;;
AAPL260116P00075000;27/11/2024;75;0,24;0,19;0,25;PUT;16/01/2026;;;;;;;;
AAPL260116P00080000;27/11/2024;80;0,28;0,23;0,28;PUT;16/01/2026;;;;;;;;
AAPL260116P00085000;27/11/2024;85;0,32;0,25;0,31;PUT;16/01/2026;;;;;;;;
AAPL260116P00090000;12/04/2024;90;0,3;0,3;0,35;PUT;16/01/2026;;;;;;;;
AAPL260116P00095000;27/11/2024;95;0,41;0,34;0,39;PUT;16/01/2026;;;;;;;;
AAPL260116P00100000;12/04/2024;100;0,42;0,38;0,45;PUT;16/01/2026;;;;;;;;
AAPL260116P00105000;12/03/2024;105;0,48;0,44;0,51;PUT;16/01/2026;;;;;;;;
AAPL260116P00110000;12/02/2024;110;0,57;0,51;0,58;PUT;16/01/2026;;;;;;;;
AAPL260116P00115000;12/05/2024;115;0,62;0,59;0,66;PUT;16/01/2026;;;;;;;;
AAPL260116P00120000;12/05/2024;120;0,7;0,67;0,75;PUT;16/01/2026;;;;;;;;
AAPL260116P00125000;29/11/2024;125;0,9;0,79;0,85;PUT;16/01/2026;;;;;;;;
AAPL260116P00130000;12/06/2024;130;0,92;0,87;0,96;PUT;16/01/2026;;;;;;;;
AAPL260116P00135000;12/06/2024;135;1,07;0,95;1,1;PUT;16/01/2026;;;;;;;;
AAPL260116P00140000;12/06/2024;140;1,22;1,11;1,26;PUT;16/01/2026;;;;;;;;
AAPL260116P00145000;12/02/2024;145;1,41;1,29;1,51;PUT;16/01/2026;;;;;;;;
AAPL260116P00150000;12/05/2024;150;1,61;1,51;1,72;PUT;16/01/2026;;;;;;;;
AAPL260116P00155000;12/05/2024;155;1,85;1,79;1,98;PUT;16/01/2026;;;;;;;;
AAPL260116P00160000;12/05/2024;160;2,14;2,07;2,25;PUT;16/01/2026;;;;;;;;
AAPL260116P00165000;12/05/2024;165;2,5;2,39;2,58;PUT;16/01/2026;;;;;;;;
AAPL260116P00170000;12/05/2024;170;2,94;2,76;2,86;PUT;16/01/2026;;;;;;;;
AAPL260116P00175000;12/06/2024;175;3,18;3,15;3,35;PUT;16/01/2026;;;;;;;;
AAPL260116P00180000;12/06/2024;180;3,71;3,65;3,9;PUT;16/01/2026;;;;;;;;
AAPL260116P00185000;12/06/2024;185;4,21;4,2;4,4;PUT;16/01/2026;;;;;;;;
AAPL260116P00190000;12/06/2024;190;4,85;4,8;5;PUT;16/01/2026;;;;;;;;
AAPL260116P00195000;12/06/2024;195;5,62;5,55;5,85;PUT;16/01/2026;;;;;;;;
AAPL260116P00200000;12/06/2024;200;6,4;6,35;6,7;PUT;16/01/2026;;;;;;;;
AAPL260116P00205000;12/03/2024;205;7,35;7,3;7,65;PUT;16/01/2026;;;;;;;;
AAPL260116P00210000;12/06/2024;210;8,37;8,3;8,7;PUT;16/01/2026;;;;;;;;
AAPL260116P00215000;12/06/2024;215;9,51;9,45;9,75;PUT;16/01/2026;;;;;;;;
AAPL260116P00220000;12/06/2024;220;10,94;10,75;11,15;PUT;16/01/2026;;;;;;;;
AAPL260116P00225000;12/06/2024;225;12,25;12,15;12,65;PUT;16/01/2026;;;;;;;;
AAPL260116P00230000;12/06/2024;230;14;13,7;14,15;PUT;16/01/2026;;;;;;;;
AAPL260116P00235000;12/06/2024;235;15,63;15,5;16,05;PUT;16/01/2026;;;;;;;;
AAPL260116P00240000;12/06/2024;240;17,64;17,35;17,85;PUT;16/01/2026;;;;;;;;
AAPL260116P00245000;12/06/2024;245;19,77;19,65;20,05;PUT;16/01/2026;;;;;;;;
AAPL260116P00250000;12/06/2024;250;22,2;21,85;22,5;PUT;16/01/2026;;;;;;;;
AAPL260116P00255000;12/06/2024;255;24,35;24,3;24,95;PUT;16/01/2026;;;;;;;;
AAPL260116P00260000;12/06/2024;260;27,15;25,5;27,85;PUT;16/01/2026;;;;;;;;
AAPL260116P00265000;12/06/2024;265;30;28,45;30,95;PUT;16/01/2026;;;;;;;;
AAPL260116P00270000;12/04/2024;270;33,48;33;34,05;PUT;16/01/2026;;;;;;;;
AAPL260116P00275000;25/10/2024;275;46,53;41,85;42,9;PUT;16/01/2026;;;;;;;;
AAPL260116P00280000;12/06/2024;280;40,91;39,6;41,5;PUT;16/01/2026;;;;;;;;
AAPL260116P00285000;31/10/2024;285;58,75;46,65;49,1;PUT;16/01/2026;;;;;;;;
AAPL260116P00290000;12/05/2024;290;48,21;47,4;49,5;PUT;16/01/2026;;;;;;;;
AAPL260116P00300000;12/05/2024;300;56,83;55,45;58,5;PUT;16/01/2026;;;;;;;;
AAPL260116P00310000;31/10/2024;310;79,2;71,8;74,55;PUT;16/01/2026;;;;;;;;
AAPL260116P00330000;11/08/2024;330;101,6;85,35;89,25;PUT;16/01/2026;;;;;;;;
AAPL260116P00340000;09/09/2024;340;120,25;108,8;111,9;PUT;16/01/2026;;;;;;;;
AAPL260116P00350000;26/11/2024;350;115,25;105,35;109,3;PUT;16/01/2026;;;;;;;;
AAPL270115C00005000;12/04/2024;5;238,9;235,9;239,85;CALL;15/01/2027;;;;;;;;
AAPL270115C00010000;12/05/2024;10;233,7;230,95;234,9;CALL;15/01/2027;;;;;;;;
AAPL270115C00015000;12/05/2024;15;229,16;225,5;230,5;CALL;15/01/2027;;;;;;;;
AAPL270115C00020000;14/11/2024;20;208,45;221;226;CALL;15/01/2027;;;;;;;;
AAPL270115C00030000;18/10/2024;30;206,22;199,55;203,1;CALL;15/01/2027;;;;;;;;
AAPL270115C00035000;11/04/2024;35;187,8;208;211,9;CALL;15/01/2027;;;;;;;;
AAPL270115C00040000;18/11/2024;40;191,62;202,5;207,5;CALL;15/01/2027;;;;;;;;
AAPL270115C00045000;11/07/2024;45;184;198;203;CALL;15/01/2027;;;;;;;;
AAPL270115C00050000;12/04/2024;50;196,2;193,5;198,5;CALL;15/01/2027;;;;;;;;
AAPL270115C00060000;26/11/2024;60;177,75;184,5;189,5;CALL;15/01/2027;;;;;;;;
AAPL270115C00070000;12/06/2024;70;178,6;175,5;180,5;CALL;15/01/2027;;;;;;;;
AAPL270115C00080000;22/11/2024;80;156,45;166,85;170,8;CALL;15/01/2027;;;;;;;;
AAPL270115C00085000;11/05/2024;85;144,4;162,7;166,6;CALL;15/01/2027;;;;;;;;
AAPL270115C00090000;11/12/2024;90;142,06;157,5;161,8;CALL;15/01/2027;;;;;;;;
AAPL270115C00100000;12/05/2024;100;151,38;148,9;152,85;CALL;15/01/2027;;;;;;;;
AAPL270115C00105000;12/05/2024;105;146,54;144,45;147,55;CALL;15/01/2027;;;;;;;;
AAPL270115C00110000;12/05/2024;110;142,77;140;142,85;CALL;15/01/2027;;;;;;;;
AAPL270115C00115000;14/11/2024;115;124,05;135,5;140;CALL;15/01/2027;;;;;;;;
AAPL270115C00120000;12/04/2024;120;135,28;131,2;135,15;CALL;15/01/2027;;;;;;;;
AAPL270115C00125000;25/11/2024;125;118,94;126,85;130,8;CALL;15/01/2027;;;;;;;;
AAPL270115C00130000;11/04/2024;130;104,73;122,9;126,8;CALL;15/01/2027;;;;;;;;
AAPL270115C00135000;12/05/2024;135;120,91;118,2;122,15;CALL;15/01/2027;;;;;;;;
AAPL270115C00140000;12/02/2024;140;113,1;113,95;117,85;CALL;15/01/2027;;;;;;;;
AAPL270115C00145000;29/11/2024;145;107,2;109,7;113,65;CALL;15/01/2027;;;;;;;;
AAPL270115C00150000;12/06/2024;150;107,7;105,55;109,45;CALL;15/01/2027;;;;;;;;
AAPL270115C00155000;12/06/2024;155;103;101,6;105,3;CALL;15/01/2027;;;;;;;;
AAPL270115C00160000;12/06/2024;160;99,66;97,6;100,95;CALL;15/01/2027;;;;;;;;
AAPL270115C00165000;12/05/2024;165;96,65;93,5;97;CALL;15/01/2027;;;;;;;;
AAPL270115C00170000;12/06/2024;170;91,62;89,6;92,95;CALL;15/01/2027;;;;;;;;
AAPL270115C00175000;12/06/2024;175;87,86;85,7;89,1;CALL;15/01/2027;;;;;;;;
AAPL270115C00180000;12/06/2024;180;84,2;82,3;84,55;CALL;15/01/2027;;;;;;;;
AAPL270115C00185000;12/05/2024;185;80,38;78,45;81,3;CALL;15/01/2027;;;;;;;;
AAPL270115C00190000;12/06/2024;190;76,37;75,3;77,5;CALL;15/01/2027;;;;;;;;
AAPL270115C00195000;12/05/2024;195;73,3;71,65;74,1;CALL;15/01/2027;;;;;;;;
AAPL270115C00200000;12/06/2024;200;69;67,75;70,4;CALL;15/01/2027;;;;;;;;
AAPL270115C00210000;12/06/2024;210;62,6;61,75;63,65;CALL;15/01/2027;;;;;;;;
AAPL270115C00220000;12/06/2024;220;57,2;55,05;56,05;CALL;15/01/2027;;;;;;;;
AAPL270115C00230000;12/06/2024;230;49,76;48,5;50,7;CALL;15/01/2027;;;;;;;;
AAPL270115C00240000;12/06/2024;240;44;42,95;44,55;CALL;15/01/2027;;;;;;;;
AAPL270115C00250000;12/06/2024;250;38,72;37,7;39,65;CALL;15/01/2027;;;;;;;;
AAPL270115C00260000;12/06/2024;260;34,12;32,95;35,15;CALL;15/01/2027;;;;;;;;
AAPL270115C00270000;12/06/2024;270;30;29,55;30,75;CALL;15/01/2027;;;;;;;;
AAPL270115C00280000;12/06/2024;280;26,1;25,2;26,2;CALL;15/01/2027;;;;;;;;
AAPL270115C00290000;12/06/2024;290;23,15;21,6;23,05;CALL;15/01/2027;;;;;;;;
AAPL270115C00300000;12/06/2024;300;19,55;18,65;19,75;CALL;15/01/2027;;;;;;;;
AAPL270115C00310000;12/06/2024;310;16,83;15,95;17,05;CALL;15/01/2027;;;;;;;;
AAPL270115C00320000;12/06/2024;320;14,18;13,6;14,8;CALL;15/01/2027;;;;;;;;
AAPL270115C00330000;12/06/2024;330;12,52;11,55;12,55;CALL;15/01/2027;;;;;;;;
AAPL270115C00340000;12/06/2024;340;11,25;10,2;11,2;CALL;15/01/2027;;;;;;;;
AAPL270115C00350000;12/06/2024;350;9,22;8,75;9,6;CALL;15/01/2027;;;;;;;;
AAPL270115C00360000;12/06/2024;360;7,7;7;8,35;CALL;15/01/2027;;;;;;;;
AAPL270115C00370000;12/06/2024;370;6,8;6;7,1;CALL;15/01/2027;;;;;;;;
AAPL270115C00380000;12/03/2024;380;5,7;4,95;6;CALL;15/01/2027;;;;;;;;
AAPL270115C00390000;12/06/2024;390;4,94;4,45;5,4;CALL;15/01/2027;;;;;;;;
AAPL270115C00400000;12/06/2024;400;4,22;3,8;4,35;CALL;15/01/2027;;;;;;;;
AAPL270115C00410000;12/06/2024;410;3,6;3,15;4,05;CALL;15/01/2027;;;;;;;;
AAPL270115C00420000;12/06/2024;420;3,22;2,95;3,3;CALL;15/01/2027;;;;;;;;
AAPL270115C00430000;12/06/2024;430;2,77;2,32;3;CALL;15/01/2027;;;;;;;;
AAPL270115C00440000;12/04/2024;440;2,41;1,99;2,8;CALL;15/01/2027;;;;;;;;
AAPL270115C00450000;12/06/2024;450;2,01;2;2,25;CALL;15/01/2027;;;;;;;;
AAPL270115P00005000;12/06/2024;5;0,02;0,01;0,22;PUT;15/01/2027;;;;;;;;
AAPL270115P00010000;26/11/2024;10;0,1;0,01;0,1;PUT;15/01/2027;;;;;;;;
AAPL270115P00040000;11/01/2024;40;0,15;0;0,65;PUT;15/01/2027;;;;;;;;
AAPL270115P00050000;12/06/2024;50;0,22;0,21;0,45;PUT;15/01/2027;;;;;;;;
AAPL270115P00060000;12/06/2024;60;0,29;0,28;0,43;PUT;15/01/2027;;;;;;;;
AAPL270115P00080000;12/04/2024;80;0,71;0;0,98;PUT;15/01/2027;;;;;;;;
AAPL270115P00090000;20/11/2024;90;0,75;0,6;1;PUT;15/01/2027;;;;;;;;
AAPL270115P00095000;11/08/2024;95;0,82;0,67;1,1;PUT;15/01/2027;;;;;;;;
AAPL270115P00100000;12/04/2024;100;0,86;0,8;1,25;PUT;15/01/2027;;;;;;;;
AAPL270115P00105000;12/04/2024;105;0,96;0;1,3;PUT;15/01/2027;;;;;;;;
AAPL270115P00110000;12/05/2024;110;1,15;0,91;1,46;PUT;15/01/2027;;;;;;;;
AAPL270115P00115000;12/04/2024;115;1,3;1,19;1,65;PUT;15/01/2027;;;;;;;;
AAPL270115P00120000;12/05/2024;120;1,56;1,5;1,88;PUT;15/01/2027;;;;;;;;
AAPL270115P00125000;12/06/2024;125;1,75;1,58;2,13;PUT;15/01/2027;;;;;;;;
AAPL270115P00130000;19/11/2024;130;2,48;1,83;2,38;PUT;15/01/2027;;;;;;;;
AAPL270115P00135000;12/03/2024;135;2,19;2,26;2,66;PUT;15/01/2027;;;;;;;;
AAPL270115P00140000;12/06/2024;140;2,57;2,55;3;PUT;15/01/2027;;;;;;;;
AAPL270115P00145000;29/11/2024;145;3,31;2,53;3,1;PUT;15/01/2027;;;;;;;;
AAPL270115P00150000;12/05/2024;150;3,36;3,15;3,5;PUT;15/01/2027;;;;;;;;
AAPL270115P00155000;12/03/2024;155;3,75;3,35;4,25;PUT;15/01/2027;;;;;;;;
AAPL270115P00160000;12/06/2024;160;4,3;3,95;4,45;PUT;15/01/2027;;;;;;;;
AAPL270115P00165000;12/06/2024;165;4,9;4,5;5,45;PUT;15/01/2027;;;;;;;;
AAPL270115P00170000;12/06/2024;170;5,5;5;5,7;PUT;15/01/2027;;;;;;;;
AAPL270115P00175000;12/05/2024;175;6,18;5,65;6,4;PUT;15/01/2027;;;;;;;;
AAPL270115P00180000;12/04/2024;180;6,95;6,4;7,75;PUT;15/01/2027;;;;;;;;
AAPL270115P00185000;26/11/2024;185;8,65;7,55;8,4;PUT;15/01/2027;;;;;;;;
AAPL270115P00190000;12/06/2024;190;8,7;8,2;9,15;PUT;15/01/2027;;;;;;;;
AAPL270115P00195000;12/06/2024;195;9,8;9,1;10,75;PUT;15/01/2027;;;;;;;;
AAPL270115P00200000;12/06/2024;200;10,7;10,3;11,75;PUT;15/01/2027;;;;;;;;
AAPL270115P00210000;12/06/2024;210;13,25;12,8;13,4;PUT;15/01/2027;;;;;;;;
AAPL270115P00220000;12/06/2024;220;16,32;16,05;17,05;PUT;15/01/2027;;;;;;;;
AAPL270115P00230000;12/06/2024;230;19,73;19,15;20,25;PUT;15/01/2027;;;;;;;;
AAPL270115P00240000;12/06/2024;240;23,71;22,9;24,2;PUT;15/01/2027;;;;;;;;
AAPL270115P00250000;12/06/2024;250;28,37;27,45;28,9;PUT;15/01/2027;;;;;;;;
AAPL270115P00260000;12/06/2024;260;33,2;32,6;33,5;PUT;15/01/2027;;;;;;;;
AAPL270115P00270000;12/03/2024;270;39,05;37,75;39,75;PUT;15/01/2027;;;;;;;;
AAPL270115P00280000;12/06/2024;280;45,04;43,25;47,5;PUT;15/01/2027;;;;;;;;
AAPL270115P00290000;12/05/2024;290;51,5;50,1;53,45;PUT;15/01/2027;;;;;;;;
AAPL270115P00300000;12/06/2024;300;59,16;57,65;61,1;PUT;15/01/2027;;;;;;;;
AAPL270115P00320000;12/06/2024;320;75,37;75,35;79,25;PUT;15/01/2027;;;;;;;;
AAPL270115P00330000;12/02/2024;330;89,99;85;89,5;PUT;15/01/2027;;;;;;;;
AAPL270115P00350000;12/06/2024;350;106,51;105,35;109,25;PUT;15/01/2027;;;;;;;;
AAPL270115P00400000;11/06/2024;400;177;155;159,5;PUT;15/01/2027;;;;;;;;
AAPL270115P00430000;14/11/2024;430;203,3;185,35;189,25;PUT;15/01/2027;;;;;;;;
AAPL270115P00440000;12/04/2024;440;196,81;195,35;199,25;PUT;15/01/2027;;;;;;;;
AAPL270115P00450000;25/11/2024;450;217,75;205,35;209,25;PUT;15/01/2027;;;;;;;;